page,2013-04-01 pi,2013-05-01 pi,2013-06-01 pi,2013-07-01 pi,2013-08-01 pi,2013-09-01 pi,2013-10-01 pi,2013-11-01 pi,2013-12-01 pi,2014-01-01 pi,2014-02-01 pi,2014-03-01 pi,2014-04-01 pi,2014-05-01 pi,2014-06-01 pi,2014-07-01 pi,2014-08-01 pi,2014-09-01 pi,2014-10-01 pi,2014-11-01 pi,2014-12-01 pi,2015-01-01 pi,2015-02-01 pi,2015-03-01 pi,2015-04-01 pi,2015-05-01 pi,2015-06-01 pi,2015-07-01 pi,2015-08-01 pi,2015-09-01 pi,2015-10-01 pi,2015-11-01 pi,2015-12-01 pi,2016-01-01 pi,2016-02-01 pi,2016-03-01 pi,2016-04-01 pi,2016-05-01 pi,2016-06-01 pi,2016-07-01 pi,2016-08-01 pi,2016-09-01 pi,2016-10-01 pi,2016-11-01 pi,2016-12-01 pi,2017-01-01 pi,2017-02-01 pi,2017-03-01 pi,2017-04-01 pi,2017-05-01 pi,2017-06-01 pi,2017-07-01 pi,2017-08-01 pi,2017-09-01 pi,2017-10-01 pi,2017-11-01 pi,2017-12-01 pi,2018-01-01 pi,2018-02-01 pi,2018-03-01 pi,2018-04-01 pi,2018-05-01 pi,sum
gesundheitsberichterstattung-berlin-gesundheitsindikator-354-säuglingssterblichkeit-im,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
anzahl-der-umsatzsteuerpflichtigen-unternehmen-im-cluster-kommunikation-medien,3,2,4,3,4,1,1,6,3,6,2,2,2,2,9,3,2,4,3,1,8,4,4,2,3,2,4,6,1,4,8,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
gesundheitsberichterstattung-berlin-kontext-lageso-jahresbericht-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-51-stickstoffdioxid-der,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-abgeleitete-0,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
gesundheitsberichterstattung-berlin-kontext-einschulungsuntersuchung-berlin-2008,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-8,,,,,,,,,,,,10,8,3,4,3,2,,,,,,2,,,,,,1,1,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
gesundheitsberichterstattung-berlin-gesundheitsindikator-111-kostenstrukturanalyse-der,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
gesundheitsberichterstattung-berlin-umweltbezogener-gesundheitsschutz-und-3,,,,,,,,,,,,,,,,,,2,,1,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
gesundheitsberichterstattung-berlin-gesundheitsindikator-84-beschäftigte-im,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-87-ärztinnen-und-ärzte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
los32013-berlin,,,4,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
gesundheitsberichterstattung-berlin-gesundheitsindikator-86-ärztinnen-und-ärzte-nach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
standorte-von-altglascontainern-auf-öffentlichem-straßenland-charlottenburg-wilmersdor-1,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,5,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
einwohnerinnnen-und-einwohner-den-ortsteilen-berlins-am-31122014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
openstreetmap-daten-f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
anzahl-gewerbeneuerrichtungen-stilllegungen-und-saldo-berlin,5,8,33,10,5,4,4,6,1,4,1,,1,7,4,3,5,,1,4,3,3,7,4,2,2,7,12,1,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
vbb-fahrplan-2014,,,,,,,,1,,,,,,,,,,1,,1,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
als-naturdenkmale-geschützte-bäume-charlottenburg-wilmersdorf,,,3,44,29,12,14,11,30,30,39,76,29,17,10,12,11,5,18,3,2,1,1,,2,5,2,4,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420
gesundheitsberichterstattung-berlin-gesundheitsrelevante-verhaltensweisen-weitere,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
einwohnerinnen-undeinwohner-den-ortsteilen-berlins-am-31122014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
vbb-fahrplan-2015,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
anzahl-der-umsatzsteuerpflichtigen-unternehmen-im-cluster-kommunikation-medien-0,,1,,,,,,,1,6,5,1,1,1,7,1,2,,1,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
los72012-berlin,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
gesundheitsberichterstattung-berlin-gesundheitsindikator-331-arbeits-und-wegeunfälle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
liste-der-h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
los82015-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
gesundheitsberichterstattung-berlin-kontext-basisbericht-gbe-berlin-2008,,,,,,,,,,,,,,2,,,,3,,1,1,,1,2,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
gesundheitsberichterstattung-berlin-gesundheitsindikator-73-inanspruchnahme-der,,,,,,,,,,,,,,,1,,2,,,,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
angebote-zur-unterst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-statistische-kurzinformationen-suizid,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
einwohnerinnnen-und-einwohner-den-ortsteilen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-62-versorgungsgrad-mit-der,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-81-beschäftigte-im,,,,,,,,,,,,,,4,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
los72013-berlin,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-ambulante-1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
einwohnerinnnen-und-einwohner-den-ortsteilen-berlins-am-3112014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-kontext-lageso-jahresbericht-20122013,,,,,,,,,,,,,,,,,,9,5,4,1,6,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
los12014-berlin,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
gesundheitsberichterstattung-berlin-gesundheitsindikator-37-sterbefälle-nach-geschlecht,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
berliner-wochen-und-trödelmärkte-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-0,,,,,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
sozialstatistisches-berichtswesen-berlin-quartalsstatistiken-zu-den-ausgaben-und,,,,,,,,,,,1,,,,,,,,,,,3,4,1,1,1,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
gesundheitsberichterstattung-berlin-gesundheitsindikator-823-personal-vorsorge-oder,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
gesundheitsberichterstattung-berlin-gesundheitsindikator-3118-im-straßenverkehr,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
stra%C3%83%C5%B8enverzeichnis-der-stadtplanung-im-bezirk-lichtenberg-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb-fahrplan2015,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
gesundheitsberichterstattung-berlin-gesundheitsindikator-1020-entwicklung-der,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
geometrien-der-lor-planungs%c3%A4ume-berlins-stand-072012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb-%C2%AD%E2%80%90fahrplandaten-%C2%AD%E2%80%90dezember-%C2%AD%E2%80%902014-%C2%AD%E2%80%90bis-%C2%AD%E2%80%90dezember-%C2%AD%E2%80%902015,,,,,,,,,,,,,,,,,,,,,,,,,,41,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
kindertagesstätten-lichtenberg,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
abschlussprüfungen-hochschulen-2009%5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-allgemeine-9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
gesundheitsberichterstattung-berlin-gesundheitsindikator-3116-im-straßenverkehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
standorte-von-altglascontainern-auf-%C3%83%C2%B6ffentlichem-stra%C3%83%C5%B8enland-charlottenburg-wilmersdor-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
senatsvorlagen-der-senatsverwaltung-für-inneres-und-sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
senatsvorlagen-der-senatsverwaltung-für-inneres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
rbs-adressen-juni-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
liste-der-häufigen-vornamen-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ba-beschl%C3%83%C2%BCsse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
los42014-berlin,,,,,,,,,,,,,,,1,2,2,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
openstreetmap-daten-f%C3%83%C2%BCr-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
lenensweltlich-orientierte-räume-lor-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-allgemeine-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
simple-search-übung-schulz,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
dbpedia-37,10,9,6,2,6,9,11,14,5,6,7,4,8,4,4,7,6,2,4,5,3,1,3,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152
vbb-fahrplandaten-dezember%E2%80%902014%E2%80%90bis%E2%80%90dezember%E2%80%902015,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
vbb-%E2%80%90fahrplandaten-%E2%80%90dezember-%E2%80%902014-%E2%80%90bis-%E2%80%90dezember-%E2%80%902015,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
vbb%E2%80%90fahrplandaten-dezember-2014-bis-dezember-2015,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
vbb-fahrplan2012&usg=ALkJrhhxo9Z6DkmT7k4dgBOZQ_VI_o2bvA,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
prüfberichte-der-berliner-heimaufsicht.,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
vbb-%C2%ADfahrplandaten-%C2%ADdezember-%C2%AD2014-%C2%ADbis-%C2%ADdezember%C2%AD%E2%80%902015,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
sozialstatistisches-berichtswesen-berlin-spezialberichte-lebenslagen,,,,,,,,,,,,,,,,,,,,1,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
vbb%E2%80%90fahrplandaten%E2%80%90dezember%E2%80%902014%E2%80%90bis%E2%80%90dezember%E2%80%902015,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-825-personal,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-12,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-726-krankenhausfälle-ohne,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
openstreetmap-daten-f%25C3%25BCr-berlin&usg=ALkJrhjptRj-kTHw8e7mJFEkqYb3eZf_iw,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-1017-krankenversicherungsschutz,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-ausbildung-im-gesundheitswesen-erlaubnis-zum-führen,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
los122013-berlin,,,,,,,,,,,,,,,,2,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
gesundheitsberichterstattung-berlin-statistische-kurzinformationen-krankenhausfälle,,,,,,,,,,,,,,,,,,1,4,3,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-1,,,,,,,,,,,,,,2,,,2,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
rbs-lor-lebensweltlich-orientierte-räume-dezember-,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"vbb-fahrplandaten-januar-2015-bis-dezember-2015%20,%20http:",,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-815,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
vbb-%C2%ADfahrplandaten-%C2%ADdezember-2014-bis%E2%80%90dezember-%C2%AD2015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-350-lebendgeborene-nach,,,,,,,,,,,,,,,,,,3,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
gesundheitsberichterstattung-berlin-gesundheitsindikator-32-sterbefälle-nach,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
rbs-lor-lebensweltlich-orientierte-räume-lor-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb%C2%AD%E2%80%90fahrplandaten%C2%AD%E2%80%90dezember-%E2%80%902014%C2%AD%E2%80%90bis-%E2%80%90dezember%E2%80%902015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
liste-der-hÃ¤ufigen-vornamen-2012,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-abgeleitete-2,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-370-gemeldete-neuerkrankungen,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb-%C2%ADfahrplandaten-%C2%ADdezember-%C2%AD2014-%C2%ADbis-%C2%ADdezember-%C2%AD2015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-382-psychische-und,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
vbb-fahrplandaten-dezember-2014-%E2%80%90bis-dezember-2015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-kontext-mundgesundheit-der-berliner-kinder-20122013,,,,,,,,,,,,8,3,1,,3,1,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
anzahl-erwerbstÃ¤tiger-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb-%E2%80%90fahrplandaten-%E2%80%90dezember-%E2%80%902014-%E2%80%90bis-%E2%80%90de,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-114-kosten-der-allgemeinen,,,,,,,,,,,,1,,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
historie-ab-2008-jahreshöchstlast-der-netzlast-berlin,,,,,,,,,,3,1,,,,1,3,2,1,,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
vbb-fahrplandaten-dezember-2014-bis-deze,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb%E2%80%90fahrplandaten-dezember-%C2%AD2014-bis-%C2%ADdezember-%C2%AD2015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
openstreetmap-daten-für-berlihttp:,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vorwahl-und-strukturdaten-2011,7,8,7,7,4,11,3,4,2,8,3,,,,,,,3,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
berliner-weihnachtsmärkte-2013,,,,,,,139,1343,496,11,5,,,,4,4,2,14,12,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038
einwohnerinnen-und-einwohner-den-ortsteilen-berlins-am-30062014),,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-816-heilpraktikerinnen-und,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
gesundheitsberichterstattung-berlin-gesundheitsindikator-358-meldepflichtige,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-315-selbsteinschätzung-des,,,,,,,,,,,1,,,,1,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
liste-der-h&auml,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
jahresabsasdchluss-2011,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-kontext-mundgesundheit-der-berliner-kinder-20092010,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
vbb-fahrplan2014,,,,,,,,,,,2,,3,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
sozialstatistisches-berichtswesen-berlin-spezialberichte,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
jahresabsasdchluss-2011%22%3E,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
historie-ab-2008-summenlast-nicht-leistungsgemessene-kunden-berlin,,,,,,,1,1,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
gesundheitsberichterstattung-berlin-gesundheitsindikator-410-mittlere-tägliche,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
gesundheitsberichterstattung-berlin-gesundheitsindikator-83-beschäftigte-im,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsrelevante-verhaltensweisen-konsum-von-1,,,,,,,,,,,6,2,3,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
sozialstatistisches-berichtswesen-berlin-sozialgesetzbuch-ii-sgb-ii-kommunale-ausgaben-0LOR%20DAten%20Berchtesgardener%20sTr,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-411-mittlerer-täglicher-obst,,,,,,,,,,,,1,,1,,,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
gesundheitsberichterstattung-berlin-gesundheitsindikator-21-bevölkerung-nach-geschlecht,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
laufende-steuereinnahmen-berlin-2013,,,,,24,14,16,5,11,17,9,3,7,6,6,5,7,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146
berliner-weihnachtsmärkte-2012,7,8,4,10,7,7,16,4,8,,1,,,,,2,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
kinde,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
routenverlauf,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
gesundheitsberichterstattung-berlin-gesundheitsindikator-378-diabetes-mellitus-nach,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
